menu,depth,download_timeout,download_slot,download_latency,submenu,subtitle,title,url,topic,images,authors,date
Business,3,180.0,www.bbc.com,0.09099173545837402,Global Education,Teenagers from across the US are coming together to discuss their vastly differing backgrounds.,'We have similarities that we forget about',https://www.bbc.com/news/world-us-canada-56696508,"(['Students', 'United States'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/37A0/production/_118004241_5ff27f70-c536-4cd1-b1e3-133e1fae9fd7.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/15AC2/production/_118007788_gettyimages-1229000755.jpg,https://ichef.bbci.co.uk/news/549/cpsprodpb/16C38/production/_118004239_24c4d685-45c6-45a6-80c8-32e40a64e19f.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/604B/production/_97415642_007_in_numbers_624.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/113DB/production/_117891607_thumbnail_whenwelearnedaboutushistoryandthesouthihadthoughtthatitwasmoreracistnotgonnalie'saysko..jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/4BEB/production/_112953491__108802839_624_transparent-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/744A/production/_118007792_gettyimages-1229362813.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/4BEB/production/_112953491__108802839_624_transparent-nc.png,https://ichef.bbci.co.uk/news/2048/cpsprodpb/1739F/production/_113753159_yqa_get_in_touch_top_no_yqa_text_640-nc.png",By Stephen Starr,2021-04-12 23:26:54+00:00
Business,3,180.0,www.bbc.com,0.11421036720275879,Global Education,World leaders pledge to get more children into school in the world's poorest countries.,Summit raises $4bn for schools despite aid row,https://www.bbc.com/news/education-58006728,"(['Boris Johnson', 'Kenya', 'Malala Yousafzai', 'Humanitarian aid'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/1246F/production/_119636847_gpeschool.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/1CCE/production/_119647370_malala2.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/8ACC/production/_119123553_521c8364-7856-444b-8267-0b9ed9d3f32d.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/D64F/production/_119636845_angel.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/8ACC/production/_119123553_521c8364-7856-444b-8267-0b9ed9d3f32d.jpg",By Sean Coughlan,2021-07-29 17:49:12+00:00
Business,3,180.0,www.bbc.com,0.12199187278747559,Global Education,Boris Johnson at G7 announces funding for girls' education after row over international aid cuts.,UK pledges £430m on girls' education amid aid row,https://www.bbc.com/news/education-57361483,"(['Boris Johnson', 'G7', 'International aid', 'Malawi', 'Helen Grant', 'G7 summits'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/3156/production/_118803621_malawi2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/146FD/production/_118890738_helengrant2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/165EE/production/_118803619_malawi.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/16E0D/production/_118890739_helengrantinsierraleonewithgroupofgirls.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png",By Sean Coughlan,2021-06-11 17:19:47+00:00
Business,3,180.0,www.bbc.com,0.11031484603881836,Global Education,The 20-month school closure in Uganda could have a long-term impact on many lives there.,Why this man's children may never return to school,https://www.bbc.com/news/world-africa-59507542,"(['Schools', 'Uganda', 'Coronavirus pandemic'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/23CA/production/_121926190_img_0634.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/BED4/production/_121925884_img_0620.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/98FA/production/_121926193_img_0671.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/10E2A/production/_121926196_img_0717.jpg",By Patience Atuhaire ,2021-12-06 01:22:07+00:00
Business,3,180.0,www.bbc.com,0.12577247619628906,Global Education,The PM urges more support for girls' education in poor countries - but faces criticism over aid cuts.,"Girls' education 'smartest' investment, says PM",https://www.bbc.com/news/education-57092787,"(['G7', 'Boris Johnson', 'International aid'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/9806/production/_99181983_indiaschool.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/4578/production/_98248771_one2.jpg",By Sean Coughlan,2021-05-12 21:51:52+00:00
Business,3,180.0,www.bbc.com,0.1183466911315918,Global Education,Protecting education in international war zones is supported with £15.8m in UK aid funding.,Syrian children who know war planes but not shops,https://www.bbc.com/news/education-57797787,"(['Foreign & Commonwealth Office', 'Syrian civil war', 'Schools', 'Syria', 'Humanitarian aid', 'Helen Grant', 'Dominic Raab'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/6EA6/production/_119362382_5d3b2c62-8a29-4d8b-b725-84688e084adc.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/95B6/production/_119362383_504dc305-7599-4527-aa11-d0c5bbfe853d.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/16E0D/production/_118890739_helengrantinsierraleonewithgroupofgirls.jpg",By Sean Coughlan,2021-07-12 17:23:27+00:00
Business,3,180.0,www.bbc.com,0.6467740535736084,Global Education,"A PE teacher, who plays for Spurs, is shortlisted in a competition to find the world's best teacher.",Spurs player in teacher prize shortlist,https://www.bbc.com/news/education-42327582,"([],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/11299/production/_99179207_crestgirlsallowed-3.jpg,By Sean Coughlan,2017-12-13 03:20:20+00:00
menu,depth,download_timeout,download_slot,download_latency,submenu,subtitle,title,url,topic,images,authors,date
World,3,180.0,www.bbc.com,0.0822761058807373,Latin America,The event at which Skip Marley performs is part of the BBC's coverage of Jamaican independence.,Bob Marley's memory honoured by grandson in show,https://www.bbc.com/news/uk-england-birmingham-62296299,"(['Bob Marley', 'Birmingham', 'Jamaica'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/7476/production/_126041892_captureskip.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/41B8/production/_126042861_capturemarley.png,https://ichef.bbci.co.uk/news/464/cpsprodpb/5CA5/production/_98171732_line976.jpg",,2022-07-26 05:39:02+00:00
World,3,180.0,www.bbc.com,0.09530854225158691,Middle East,Human rights groups report that Iran puts more women to death than any other country.,Ex-child bride among 32 people executed by Iran - report,https://www.bbc.com/news/world-middle-east-62342689,"([""Women's rights"", 'Amnesty International', 'Human rights', 'Capital punishment', 'Iran'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/01B7/production/_126093400_gettyimages-1229004769.jpg,By Sebastian Usher and Leo Sands,2022-07-29 00:43:25+00:00
World,3,180.0,www.bbc.com,0.0869293212890625,Europe,"Serbs have been demonstrating in Kosovo, raising fears of renewed ethnic hostilities.",Kosovo: Why is trouble flaring up again?,https://www.bbc.com/news/62382069,"(['Russia', 'Serbia', 'Kosovo'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/1113A/production/_126164996_kosovoflagmed.png,https://ichef.bbci.co.uk/news/1024/cpsprodpb/B0DD/production/_126177254_kosovomap2.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/17E0E/production/_126160879_kosovowargrave.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/F174/production/_126121816_trucksgetty.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/7568/production/_126165003_muslims.png",By Tamara Kovacevic,2022-08-02 15:52:52+00:00
World,3,180.0,www.bbc.com,0.11060547828674316,Europe,"Crops are being brought from occupied parts of Ukraine to Russia, farmers tell BBC News.",How Russia is stealing Ukraine's sunflower seeds,https://www.bbc.com/news/world-europe-62392604,"(['Russia', 'Agriculture', 'Food', 'Russia-Ukraine war', 'Ukraine'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/24C8/production/_126161490_gettyimages-1241900502.jpg,https://ichef.bbci.co.uk/news/1024/cpsprodpb/BB40/production/_126163974_map_sunflower-640-eng-v3_2x640-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/C108/production/_126161494_gettyimages-1241878508.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/10F28/production/_126161496_gettyimages-1242106875.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png",By Andrei Zakharov and Maria Korenyuk,2022-08-02 13:41:39+00:00
World,3,180.0,www.bbc.com,0.08899879455566406,Australia,Parts of the reef see the most coral growth in 36 years - but it is highly vulnerable to threats.,Warning follows record Great Barrier Reef coral cover,https://www.bbc.com/news/world-australia-62402891,"(['Queensland', 'Australia', 'Australia climate', 'Coral reefs', 'Great Barrier Reef'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/0260/production/_126180600_copyrightaims_creditltmp_mantatow-4.jpg,https://ichef.bbci.co.uk/news/626/cpsprodpb/10EF1/production/_119016396_003ef02e-bb63-4946-bc9d-7d297f0f7af5-nc.png,https://ichef.bbci.co.uk/news/464/cpsprodpb/10301/production/_98950366_presentational_grey_line464-nc.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/64EF/production/_126193852_gettyimages-689572838.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/10301/production/_98950366_presentational_grey_line464-nc.jpg",By Tiffanie Turnbull,2022-08-04 07:08:09+00:00
World,3,180.0,www.bbc.com,0.10323500633239746,Latin America,Thousands of residents of the Cité Soleil neighbourhood have fled as rival gangs fight for control.,Haiti gang violence kills more than 200 in 10 days,https://www.bbc.com/news/world-latin-america-62292007,"(['Haiti', 'Gangs', 'Port-au-Prince'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/F6A9/production/_126054136_iomdeliversreliefitemsincitesoleilcreditwfp-theresapiorr.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/4BEB/production/_112953491__108802839_624_transparent-nc.png",By Vanessa Buschschlüter,2022-07-26 14:46:17+00:00
World,3,180.0,www.bbc.com,0.1080319881439209,Middle East,The fiancée of murdered journalist Jamal Khashoggi says she is outraged by the talks.,Saudi prince's Paris visit to Macron sparks outcry,https://www.bbc.com/news/world-europe-62336559,"(['Paris', 'France', 'Killing of Jamal Khashoggi', 'Mohammed bin Salman', 'Emmanuel Macron', 'Saudi Arabia'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/41C7/production/_126093861_af18d8558a52686990200758ee360874b1600c85.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/A12A/production/_126085214_chateau.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/B59C/production/_125929464_bidenfistbumpreuters.jpg",By Paul Kirby,2022-07-28 18:19:27+00:00
World,3,180.0,www.bbc.com,0.07116365432739258,US & Canada,"In a major victory for pro-choice groups, the conservative state keeps abortion rights in place.",Kansas votes decisively to uphold abortion rights,https://www.bbc.com/news/world-us-canada-62402625,"(['US abortion debate', 'Kansas', 'United States'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/15002/production/_126181068_abortion.jpg,By Nomia Iqbal,2022-08-03 09:23:19+00:00
World,3,180.0,www.bbc.com,0.11368465423583984,Europe,"Russia accused the US of approving missile targets, while Russian soldiers steal sunflower seeds.",Russia accuses US of involvement in war - round-up,https://www.bbc.com/news/world-europe-62397929,"(['Cost of living', 'Russia-Ukraine war', 'Ukraine', 'BP'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/1346D/production/_126175987_mediaitem126175986.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/8680/production/_126123443_09f78665-bbca-4b42-ae78-966ea1cedb07.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/1828D/production/_126175989_gettyimages-1242065536-1.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/8680/production/_126123443_09f78665-bbca-4b42-ae78-966ea1cedb07.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/130AB/production/_126159977_dsc_2421.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/8680/production/_126123443_09f78665-bbca-4b42-ae78-966ea1cedb07.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/7505/production/_126175992_mediaitem126175991.jpg",By Elsa Maishman,2022-08-02 19:39:18+00:00
World,3,180.0,www.bbc.com,0.12039327621459961,Europe,Russia's blockade has seen exports collapse and raised fears of food shortages in developing nations.,Deal in sight to end Ukrainian grain standoff,https://www.bbc.com/news/world-europe-62159804,"(['Volodymyr Zelensky', 'Turkey', 'Russia', 'Ukraine', 'Vladimir Putin'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/F873/production/_125330636_grainloadgetty2017.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/9376/production/_125905773_gettyimages-1241793692.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/1536/cpsprodpb/3D1E/production/_125664651_joeinwood_tr-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/1024/cpsprodpb/2829/production/_124918201_ukraine_importers_2020-nc-2x-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/4BEB/production/_112953491__108802839_624_transparent-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png",By Matt Murphy,2022-08-02 16:29:12+00:00
World,3,180.0,www.bbc.com,0.11373281478881836,Europe,"Herefordshire businessman Dean Kronsbein, 61, was killed in the crash off Sardinia on Sunday.",Italy yacht crash victim owned facemask firm,https://www.bbc.com/news/uk-england-hereford-worcester-62392360,"(['Ross on Wye', 'Italy'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/58B3/production/_126170722_mediaitem126170719.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/12EDC/production/_120723577_de13.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/11678/production/_105988217_line976.jpg",,2022-08-02 18:30:02+00:00
World,3,180.0,www.bbc.com,0.11837172508239746,Europe,Sabina Coyne Higgins wrote a letter to The Irish Times criticising an editorial on the Ukraine war.,Irish president's wife defends Ukraine war letter,https://www.bbc.com/news/world-europe-62392574,"(['Michael D Higgins', 'Ukraine', 'Russia-Ukraine war', 'Republic of Ireland'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/17A77/production/_126178869_gettyimages-1163033817.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/17E68/production/_126169879_tv077725437.jpg",,2022-08-02 18:09:14+00:00
World News TV,3,180.0,www.bbc.com,0.37439751625061035,World News TV,"Jim Allen, chairman of Hard Rock International, shares a story for our CEO Secrets series.",Hard Rock boss: The shift I'll never forget,https://www.bbc.com/news/business-62381040,"([],)",,,2022-08-02 23:01:06+00:00
World,3,180.0,www.bbc.com,0.09357929229736328,Latin America,"(None,)",The teenagers living off rubbish,https://www.bbc.com/news/world/latin_america,"([],)",,,
World,3,180.0,www.bbc.com,0.08583712577819824,US & Canada,"(None,)",Pelosi in Taiwan: Democracy a source of strength,https://www.bbc.com/news/world/us_and_canada,"([],)",,,
World,3,180.0,www.bbc.com,0.12537169456481934,US & Canada,"(None,)",Abortion rights: Kansas votes for pro-choice,https://www.bbc.com/news/world/us_and_canada,"([],)",,,
World,3,180.0,www.bbc.com,0.11853194236755371,Asia,Nancy Pelosi's visit to Taipei has put an increasingly assertive China on the back foot.,Taiwan puts the ball firmly in Xi Jinping's court,https://www.bbc.com/news/world-asia-62402935,"(['China', 'Taiwan', 'Xi Jinping', 'Nancy Pelosi'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/125D2/production/_126181257_9b91ba6c7f3245479f6cf04b08e93055a2fc9c0e.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/EB9E/production/_126181306_gettyimages-1390243942.jpg",By Stephen McDonell,2022-08-03 05:24:26+00:00
World,3,180.0,www.bbc.com,0.11436271667480469,Asia,The highest-ranking US politician to visit Taiwan in 25 years arrives despite warnings from China.,Pelosi meets Taiwan's Tsai to Beijing's fury,https://www.bbc.com/news/world-asia-62398029,"(['China', 'Taiwan', 'China-US relations', 'Nancy Pelosi'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/16DA8/production/_126180639_gettyimages-1412566158.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/10301/production/_98950366_presentational_grey_line464-nc.jpg,https://ichef.bbci.co.uk/news/1536/cpsprodpb/12FA4/production/_112823777__110891698_stephenmcdonell_tr-nc.png,https://ichef.bbci.co.uk/news/464/cpsprodpb/10301/production/_98950366_presentational_grey_line464-nc.jpg",By Yvette Tan & David Molloy,2022-08-03 05:46:29+00:00
